stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min),PR_norm,Degree_norm,Distance_norm,Routes_norm,Accessibility,LMCI,Betweenness_norm,PageRank_norm,Trips_norm,LMCI Category
Nand Nagari Depot,28.699088,77.30674,40,40,0.000504795557799,0.000145857961858,0.0001353683391572,"Nand Nagri Depot (56 m), Bank Colony (430 m), Bank Colony (474 m), Gagan Cinema (Wazirabad Road) (805 m), Gagan Cinema (Wazirabad Road) (806 m)",Gokulpuri,Pink Line,2049.11,24.59,0.053163292623763694,0.03999999999999303,0.11916042809370773,0.11746987951807229,0.8808395719062923,0.301,0.0012379782484109338,0.053163292623763694,0.11746987951807229,Poor
Bank Colony,28.698374,77.311063,79,79,0.0015143866733972,0.0010196185223265,0.000253613390739,"Bank Colony (49 m), Gagan Cinema (Wazirabad Road) (376 m), Gagan Cinema (Wazirabad Road) (376 m), Gagan Cinema Wazirabad Road (419 m), Nand Nagari Depot (430 m)",Jhilmil,Red Line,2516.55,30.2,0.12076263818944448,0.19999999999999685,0.14635494357940887,0.23493975903614459,0.8536450564205911,0.353,0.008654073704567349,0.12076263818944448,0.23493975903614459,Poor
Gagan Cinema,28.695833,77.315364,67,67,0.0020191822311963,0.0026629800796157,0.0002266551759071,"Nathu Chowk (15 m), Gagan Cinema (23 m), Gagan Cinema (Wazirabad Road) (188 m), Gagan Cinema Wazirabad Road (195 m), Gagan Cinema (Wazirabad Road) (193 m)",Jhilmil,Red Line,2248.42,26.98,0.10535093464771282,0.27999999999999875,0.13075579622962913,0.19879518072289157,0.8692442037703709,0.362,0.022602204038236637,0.10535093464771282,0.19879518072289157,Poor
Sunder Nagri,28.692839,77.316134,48,48,0.0017667844522968,0.0021742600298337,0.0003432690080065,"Sunder Nagri (38 m), Nand Nagari E-Block (244 m), Nand Nagari E-Block (241 m), Gagan Cinema (336 m), Gagan Cinema (340 m)",Jhilmil,Red Line,1932.0,23.18,0.17201773066473067,0.2400000000000057,0.11234725483397288,0.14156626506024098,0.8876527451660271,0.369,0.01845416313950636,0.17201773066473067,0.14156626506024098,Poor
Anand Gram,28.688367,77.319753,39,39,0.0020191822311963,0.0004823984194639,0.000346816979723,"Anand Gram Ashram (47 m), Anand Gram Kusht Ashram (70 m), Tahirpur Village (82 m), Nand Nagri Ext (117 m), Nand Nagri Ext (137 m)",Dilshad Garden,Red Line,1393.05,16.72,0.17404606557526203,0.27999999999999875,0.08099246251620243,0.11445783132530121,0.9190075374837976,0.379,0.004094385680128484,0.17404606557526203,0.11445783132530121,Poor
Anand Gram Kusht Ashram,28.688794,77.321599,29,29,0.0020191822311963,0.0004823984194639,0.0003303335723118,"Anand Gram Kusht Ashram (2 m), Anand Gram (39 m), Anand Gram (187 m), Nand Nagri Ext (209 m), Nand Nagri Ext (215 m)",Dilshad Garden,Red Line,1430.67,17.17,0.1646226898078729,0.27999999999999875,0.0831811020690265,0.08433734939759037,0.9168188979309735,0.371,0.004094385680128484,0.1646226898078729,0.08433734939759037,Poor
Tahir Pur,28.691467,77.324817,46,46,0.0025239777889954,0.004955879952967,0.0004785979444788,"Tahir Pur (18 m), DDA flats new seemapuri (61 m),  DDA flats new seemapuri (69 m), DLF More (280 m), DLF Crossing (283 m)",Dilshad Garden,Red Line,1758.09,21.1,0.24938373811493278,0.36000000000000065,0.10222959655030378,0.1355421686746988,0.8977704034496963,0.412,0.04206333000513157,0.24938373811493278,0.1355421686746988,Poor
DLF More,28.6931,77.3274,36,36,0.0022715800100959,0.0005574551942586,0.0004246907807232,"DLF More (32 m), Dlf X-Ing (43 m), DLF Crossing (56 m), DDA flats new seemapuri (250 m), Tahir Pur (306 m)",Dilshad Garden,Red Line,1994.76,23.94,0.2185656282453656,0.3200000000000076,0.11599847807520727,0.10542168674698796,0.8840015219247928,0.384,0.004731434583102856,0.2185656282453656,0.10542168674698796,Poor
Shalimar Garden Crossing,28.688383,77.330351,19,19,0.0012619888944977,2.42138742695853e-07,0.0002135425432908,"Shalimar Garden More (20 m), Shalimar Garden More (37 m), Dilshad Garden Depot Cluster (316 m), Dilshad Garden Depot Cluster (319 m), New Seema Puri Depot Cluster (325 m)",Dilshad Garden,Red Line,1636.1,19.63,0.0978545923344628,0.1600000000000038,0.09513251683076614,0.05421686746987952,0.9048674831692338,0.328,2.055167182761484e-06,0.0978545923344628,0.05421686746987952,Poor
New Seema Puri Depot Cluster,28.685597,77.331404,54,54,0.0040383644623927,0.0022108891970259,0.0006712065018129,"Dilshad Garden Depot Cluster (8 m), Dilshad Garden Depot Cluster (22 m), New Seema Puri Depot Cluster (84 m), New Seema Puri Depot Cluster (89 m), Shalimar Garden More (297 m)",Dilshad Garden,Red Line,1451.45,17.42,0.3594958506469984,0.6000000000000063,0.08439003162531793,0.15963855421686746,0.9156099683746821,0.481,0.018765055405267607,0.3594958506469984,0.15963855421686746,Poor
Saiyyad Nagar Dilshad Garden,28.682567,77.33155,10,10,0.0007571933366986,0.0,0.0001063542199673,"Sayeed Nagar More (19 m), Sayeed Nagar More (24 m), Saiyyad Masjid Seema Puri (93 m), New Seema Puri Depot Cluster (248 m), New Seema Puri Depot Cluster (252 m)",Dilshad Garden,Red Line,1234.77,14.82,0.03657625204012388,0.0800000000000019,0.07178411938964764,0.02710843373493976,0.9282158806103523,0.304,0.0,0.03657625204012388,0.02710843373493976,Poor
Old Seema Puri,28.680817,77.327867,22,22,0.0020191822311963,0.0006740718036637,0.000358506324879,"Seemapuri (17 m), Dilshad Garden J and K Pocket (23 m), Seemapuri Old J / K (54 m), New Seema Puri (268 m), Saiyyad Masjid Seema Puri (316 m)",Dilshad Garden,Red Line,832.62,9.99,0.18072873070218548,0.27999999999999875,0.04838801635487376,0.06325301204819278,0.9516119836451262,0.383,0.005721225088934124,0.18072873070218548,0.06325301204819278,Poor
JandK Pocket Dilshad Garden,28.679458,77.324621,30,30,0.0035335689045936,0.0065158304073472,0.0004172971442462,"J and K Pocket Dilshad Garden (38 m), New Seema Puri (105 m), Shahdara Border Seemapuri Road (221 m), Shahdra Border (226 m), Shahdara Border Seemapuri Road (231 m)",Dilshad Garden,Red Line,503.37,6.04,0.2143387707108667,0.5200000000000045,0.029233056951170414,0.08734939759036145,0.9707669430488296,0.444,0.055303503572081206,0.2143387707108667,0.08734939759036145,Poor
Surya Nagar (Gazipur Road),28.66647,77.32161,89,89,0.0025239777889954,0.0115323514688804,0.0005321574719461,"Surya Nagar (Gazipur Road) (11 m), Surya Nagar (Gazipur Road) (55 m), Surya Nagar (155 m), Surya Nagar (164 m), Vivek Vihar Ram Mandir (228 m)",Dilshad Garden,Red Line,1043.73,12.53,0.2800031082886768,0.36000000000000065,0.06066987961900683,0.26506024096385544,0.9393301203809932,0.46,0.0978815286436197,0.2800031082886768,0.26506024096385544,Poor
Ram Prastha Temple,28.662479,77.320324,90,90,0.0017667844522968,0.0061114925010107,0.0001770184349305,"Ram Prastha Temple (81 m), Ram Prastha Temple (119 m), Ramprashta Mandir (153 m), Ram Prastha Crossing (186 m), Mausam Vihar (216 m)",Dilshad Garden,Red Line,1489.92,17.88,0.07697417671031913,0.2400000000000057,0.08662812209839453,0.26807228915662656,0.9133718779016055,0.377,0.051871661205190565,0.07697417671031913,0.26807228915662656,Poor
Ram Prastha Crossing,28.6608,77.3202,95,95,0.003281171125694,0.0054138382212413,0.0006880513492964,"Ram Prastha Crossing (41 m), Ram Prastha Crossing (51 m), Ram Prastha Temple (186 m), Shreshtha Vihar (218 m), Shreshtha Vihar (231 m)",Anand Vihar ISBT,Blue Line branch,1571.53,18.86,0.3691258575758767,0.47999999999999565,0.09137599221817047,0.28313253012048195,0.9086240077818295,0.486,0.045950278427977824,0.3691258575758767,0.28313253012048195,Poor
Anand Vihar ISBT Main Road,28.647061,77.317903,88,88,0.0025239777889954,0.0003904664009078,0.0003430073859333,"Anand Vihar ISBT Main Road (12 m), Anand Vihar ISBT Main Road (35 m), ISBT Anand Vihar (43 m), ISBT Anand Vihar (144 m), ISBT Anand Vihar (166 m)",Anand Vihar ISBT,Blue Line branch,35.5,0.43,0.17186816431335047,0.36000000000000065,0.002013525117576835,0.2620481927710844,0.9979864748824232,0.436,0.003314107127931507,0.17186816431335047,0.2620481927710844,Poor
Maharaj Pur Check Post,28.643371,77.316656,85,85,0.0012619888944977,8.971974504342723e-05,0.0001240447364237,"Mahrajpur Check Post (40 m), Gazipur Depot (169 m), Gazipur Depot (178 m), Gazi Pur Depot (190 m), Gazipur Depot (190 m)",Anand Vihar ISBT,Blue Line branch,397.34,4.77,0.046689718262803534,0.1600000000000038,0.023064490981315695,0.2530120481927711,0.9769355090186843,0.367,0.0007615017473291643,0.046689718262803534,0.2530120481927711,Poor
Gazipur Depot,28.641921,77.316118,139,139,0.0040383644623927,0.0089003158144836,0.0006286942644375,"Gazi Pur Depot (21 m), Gazipur Depot (21 m), Gazipur Depot (30 m), Gazipur Depot (74 m), TELCO Gazipur (138 m)",Anand Vihar ISBT,Blue Line branch,566.41,6.8,0.33519209005265443,0.6000000000000063,0.032900569907311515,0.4156626506024097,0.9670994300926885,0.538,0.07554196728078169,0.33519209005265443,0.4156626506024097,Moderate
TELCO Gazipur,28.64086,77.315388,31,31,0.0020191822311963,0.0002234753821313,0.0002237256003319,"Gazipur Depot (64 m), Gazipur Depot (117 m), Gazi Pur Depot (117 m), Gazipur Depot (128 m), Gazipur Depot (138 m)",Anand Vihar ISBT,Blue Line branch,701.44,8.42,0.10367612974873806,0.27999999999999875,0.04075628492107633,0.09036144578313254,0.9592437150789237,0.37,0.0018967607843253073,0.10367612974873806,0.09036144578313254,Poor
Anand Vihar ISBT Terminal,28.646336,77.31499,96,96,0.0017667844522968,0.0002660083409475,0.0003370032425348,"Anand Vihar ISBT Terminal (8 m), Anand Vihar ISBT Terminal (55 m), ISBT Anand Vihar Terminal (75 m), ISBT Anand Vihar (227 m), ISBT Anand Vihar main Road (232 m)",Anand Vihar ISBT,Blue Line branch,298.25,3.58,0.16843566410305352,0.2400000000000057,0.017299677230934632,0.2861445783132531,0.9827003227690654,0.416,0.002257761837571038,0.16843566410305352,0.2861445783132531,Poor
Hamdard Nagar / Sangam Vihar,28.512167,77.248667,93,93,0.0012619888944977,0.0069237229990327,0.0002561879359099,"Hamdard Nagar / Sangam Vihar (115 m), Hamdrad nagar (378 m), Hamdrad nagar (417 m), Majeedia Hospital (499 m), Majeedia Hospital (508 m)",Greater Kailash,Magenta Line,3441.13,41.3,0.12223447626092375,0.1600000000000038,0.20014474575245683,0.2771084337349398,0.7998552542475432,0.345,0.05876551654526547,0.12223447626092375,0.2771084337349398,Poor
Majeedia Hospital,28.515017,77.252617,34,34,0.0025239777889954,0.0095348765778412,0.0003984985930742,"Majeedia Hospital (22 m), Jamia Hamdard Library (254 m), Jamia Hamdard Library (256 m), Air Force Station (424 m), Hamdard Nagar / Sangam Vihar (449 m)",Greater Kailash,Magenta Line,3283.8,39.41,0.20359185369564545,0.36000000000000065,0.1909916713014784,0.0993975903614458,0.8090083286985216,0.375,0.08092784003208574,0.20359185369564545,0.0993975903614458,Poor
Jamia Hamdard Library,28.5172,77.2534,15,15,0.0007571933366986,0.0001672232818601,0.0001780373827929,"Jamia Hamdard Library (27 m), Majeedia Hospital (254 m), Majeedia Hospital (259 m), Guru Ravi Das Ashram / Tughlaqabad Extension (271 m), Guru Ravi Das Ashram / Tughlaqabad Extension (277 m)",Greater Kailash,Magenta Line,3101.57,37.22,0.07755669756630724,0.0800000000000019,0.18038997577486682,0.04216867469879518,0.8196100242251332,0.284,0.0014193176905367537,0.07755669756630724,0.04216867469879518,Poor
Guru Ravi Das Ashram / Tughlaqabad Extension,28.519567,77.2543,27,27,0.0020191822311963,0.0047794033683205,0.0004777525958086,"Guru Ravidass Marg (21 m), Guru Ravi Das Ashram / Tughlaqabad Extension (22 m), Guru Rabidas M (29 m), Jamia Hamdard Library (277 m), Jamia Hamdard Library (277 m)",Nehru Enclave,Magenta Line,2948.7,35.39,0.24890046193452695,0.27999999999999875,0.1714963732113311,0.0783132530120482,0.828503626788669,0.371,0.04056547434910016,0.24890046193452695,0.0783132530120482,Poor
Tara Apartment,28.524111,77.25596,28,28,0.0022715800100959,0.0019226575489421,0.0004478663038874,"Tara Apartment (24 m), Tara Apartments Terminal (79 m), Tara Apartments Terminal (93 m), DDA Flats Kalkaji (165 m), Tara Apartment (181 m)",Govind Puri,Violet Line,2388.59,28.66,0.23181481016109604,0.3200000000000076,0.1389105438670387,0.08132530120481929,0.8610894561329613,0.379,0.01631867190802139,0.23181481016109604,0.08132530120481929,Poor
DDA Flats Kalka Ji,28.527958,77.257446,17,17,0.002776375567895,0.0007556124202915,0.0003219282950494,"DDA Flats KalkaJi (54 m), DDA Flats Kalkaji (134 m), DDA Flats Kalkaji (176 m), DDA Market Kalkaji (247 m), DDA Flats Kalkaji (290 m)",Govind Puri,Violet Line,1938.2,23.26,0.15981748878985588,0.4000000000000095,0.11270795566405022,0.04819277108433735,0.8872920443359498,0.374,0.0064133059905273244,0.15981748878985588,0.04819277108433735,Poor
DDA Flats Kalka Ji,28.531872,77.258961,17,17,0.002776375567895,0.0007556124202915,0.0003219282950494,"DDA Flats Kalkaji (23 m), Govindpuri Extn Gali No. 16 (130 m), DDA Market kalka Ji (135 m), Govindpuri Ext Gali No 16 (201 m), DDA Market Kalkaji (214 m)",Govind Puri,Violet Line,1479.92,17.76,0.15981748878985588,0.4000000000000095,0.08604634656601173,0.04819277108433735,0.9139536534339883,0.382,0.0064133059905273244,0.15981748878985588,0.04819277108433735,Poor
Govindpuri Ext Gali No 16,28.533575,77.259665,10,10,0.0015143866733972,0.0003321545581472,0.0002373009305293,"Govindpuri Extn Gali No. 16 (75 m), Ram Puri Gali No 13 (125 m), Rampuri Gali No 13 (146 m), Rampuri Gali No-13 (175 m), DDA Flats Kalkaji (192 m)",Govind Puri,Violet Line,1279.01,15.35,0.11143699098484168,0.19999999999999685,0.07435789434490911,0.02710843373493976,0.9256421056550909,0.34,0.002819181845534782,0.11143699098484168,0.02710843373493976,Poor
Rampuri Gali No 13,28.534824,77.26013,8,8,0.0010095911155981,2.251369305650036e-05,0.0001496975236584,"Ram Puri Gali No 13 (26 m), Rampuri Gali No-13 (96 m), Govindpuri Ext Gali No 16 (146 m), Govindpuri Extn Gali No. 16 (219 m), Govindpuri Gali No 5 (325 m)",Govind Puri,Violet Line,1133.44,13.6,0.0613551237559183,0.11999999999999496,0.06588898792001284,0.021084337349397592,0.9341110120799871,0.317,0.000191086327686945,0.0613551237559183,0.021084337349397592,Poor
Govindpuri Gali No 5,28.537641,77.261185,12,12,0.0020191822311963,0.0009144704020865,0.0003276529717038,"Govindpuri Gali No 5 (18 m), Ram Puri / Govind Puri (115 m), Govind Puri (131 m), Govind Puri (221 m), Acharya Narendra Dev College Govindpuri (220 m)",Govind Puri,Violet Line,805.09,9.66,0.16309022105421508,0.27999999999999875,0.046786388314223944,0.03313253012048193,0.953213611685776,0.375,0.007761622692224631,0.16309022105421508,0.03313253012048193,Poor
L Block Gurudwara Kalkaji,28.54004,77.258381,2,2,0.0007571933366986,2.5554131445209046e-05,0.000124492222585,"Desh Bandhu College (278 m), Db C Kalkaji (282 m), Db C Kalkaji (288 m), Desh Bandhu Apartments (313 m), Desh Bandhu College (299 m)",Govind Puri,Violet Line,750.13,9.0,0.046945540990680226,0.0800000000000019,0.043588949988248124,0.0030120481927710845,0.9564110500117519,0.311,0.000216892231889277,0.046945540990680226,0.0030120481927710845,Poor
Desh Bandhu College,28.541258,77.255656,4,4,0.0012619888944977,0.0005889109414752,0.0002994906457332,"Db C Kalkaji (12 m), Db C Kalkaji (20 m), Desh Bandhu College (26 m), Desh Bandhu Gupta College (303 m), L Block Gurudwara Kalkaji (299 m)",Nehru Enclave,Magenta Line,669.34,8.03,0.14699014092610121,0.1600000000000038,0.038888785462127574,0.009036144578313254,0.9611112145378724,0.351,0.004998417134796366,0.14699014092610121,0.009036144578313254,Poor
Kalkaji BBlock,28.5435,77.2515,6,6,0.0012619888944977,2.8102966013225426e-05,0.0001904092091038,"Kalkaji B Block (22 m), b block kalka ji (155 m), Nehru Place Crossing / Paras Cinema (222 m), South Park Appartments CR Park (352 m), South Park Appartments CR Park (372 m)",Nehru Enclave,Magenta Line,283.54,3.4,0.08462952937517625,0.1600000000000038,0.01644388542279955,0.015060240963855425,0.9835561145772005,0.343,0.0002385256190133484,0.08462952937517625,0.015060240963855425,Poor
Nehru Place,28.54755,77.249444,66,66,0.0035335689045936,0.0023235140727624,0.0006408282816999,"Nehru Place (119 m), Nehru Place Crossing / Paras Cinema (270 m), Paras Cinema (306 m), Paras Cinema (321 m), Kalkaji B Block (471 m)",Nehru Enclave,Magenta Line,260.84,3.13,0.3421289691444064,0.5200000000000045,0.015123254964290614,0.19578313253012047,0.9848767450357094,0.491,0.019720965830832927,0.3421289691444064,0.19578313253012047,Poor
Sant Nagar,28.552367,77.246167,56,56,0.0012619888944977,0.0019982692354706,0.0002944408835258,"Sant Nagar (17 m), Kailash Colony (373 m), East of Kailash (393 m), Nehru Place (512 m), Nehru Place (623 m)",Kailash Colony,Violet Line,321.99,3.86,0.14410324954319711,0.1600000000000038,0.018680812344811375,0.16566265060240964,0.9813191876551887,0.382,0.01696043065780482,0.14410324954319711,0.16566265060240964,Poor
Kailash Colony,28.5561,77.2411,56,56,0.0010095911155981,0.0021833011507819,0.000206090937933,"jamrood pur (257 m), East of Kailash (254 m), Kailash Colony (273 m), Lady Shri Ram College (491 m), Lady Shri Ram College (493 m)",Kailash Colony,Violet Line,384.14,4.61,0.09359459465284706,0.11999999999999496,0.022296547278570413,0.16566265060240964,0.9777034527214296,0.362,0.018530900198851948,0.09359459465284706,0.16566265060240964,Poor
Lady Shri Ram College,28.5588,77.2371,54,54,0.0012619888944977,0.0015714164493711,0.0002579973020439,"Lady Shri Ram College (30 m), jamrood pur (251 m), Central School (KV) (360 m), Central School (KV) (366 m), Central School (374 m)",Moolchand,Violet Line,679.72,8.16,0.12326887021577347,0.1600000000000038,0.03949266846474091,0.15963855421686746,0.9605073315352591,0.369,0.013337491890984236,0.12326887021577347,0.15963855421686746,Poor
Central School (KV),28.5597,77.2335,39,39,0.0025239777889954,0.0013493559369289,0.0003629937131753,"Central School (KV) (15 m), Central School (16 m), Central School (MCKR) (273 m), Central School (MCKR) (273 m), Central School (MCKR) (342 m)",Moolchand,Violet Line,526.9,6.32,0.1832941193427336,0.36000000000000065,0.030601974778867117,0.11445783132530121,0.9693980252211328,0.41,0.011452739898480297,0.1832941193427336,0.11445783132530121,Poor
Central School (MCKR),28.5616644735657,77.231819973397,54,54,0.0030287733467945,0.0085324952760996,0.0003750768901874,"Central School (MCKR) (0 m), Central School (MCKR) (153 m), Central School (MCKR) (153 m), Central School (259 m), Central School (KV) (270 m)",Moolchand,Violet Line,387.38,4.65,0.19020193364401267,0.44000000000000256,0.022485042551062435,0.15963855421686746,0.9775149574489376,0.442,0.07242006827686238,0.19020193364401267,0.15963855421686746,Poor
MCKR Hospital,28.569135,77.235154,40,40,0.0015143866733972,0.0007499980531357,0.0002400105235711,"MCKR Hospital (10 m), MCKR Hospital (33 m), moolchand hospital (397 m), Moolchand Hospital (449 m), Defence Colony (480 m)",Lajpat Nagar,Violet Line,211.12,2.53,0.11298603438179337,0.19999999999999685,0.012230667017283385,0.11746987951807229,0.9877693329827166,0.373,0.006365653710672765,0.11298603438179337,0.11746987951807229,Poor
Defence Colony,28.573,77.237367,44,44,0.002776375567895,0.0027874411833472,0.0003919655973066,"Defence Colony (Lajpat Nagar Mtr Stn) (47 m), MCKR Hospital (467 m), MCKR Hospital (473 m), MCKR Hospital (480 m), lajpat nagar double story (778 m)",Lajpat Nagar,Violet Line,278.07,3.34,0.19985701462571942,0.4000000000000095,0.016125654206586165,0.12951807228915663,0.9838743457934138,0.428,0.023658575162788745,0.19985701462571942,0.12951807228915663,Poor
Pant Nagar,28.583917,77.240533,42,42,0.0015143866733972,0.0012055296696625,0.0002524825237408,"Pant Nagar (38 m), Pant Nagar (48 m), CGO Complex (251 m), CGO Complex (346 m), Lodhi Hotel (824 m)",Jangpura,Violet Line,187.43,2.25,0.1201161344416977,0.19999999999999685,0.010852440781068557,0.12349397590361448,0.9891475592189315,0.377,0.010232005780453303,0.1201161344416977,0.12349397590361448,Poor
CGO Complex,28.587033,77.2408,72,72,0.0037859666834931,0.0037100051708199,0.0006166038434446,"CGO Complex (103 m), Pant Nagar (346 m), Pant Nagar (384 m), Pant Nagar (394 m), Lodhi Hotel (488 m)",Jangpura,Violet Line,511.75,6.14,0.3282801344502823,0.5599999999999975,0.02972058484730719,0.21385542168674698,0.9702794151526928,0.494,0.031488892649127714,0.3282801344502823,0.21385542168674698,Poor
Lodhi Hotel,28.591317,77.239667,15,15,0.0020191822311963,4.043244695865835e-05,0.0002455383452446,"Lodhi Hotel/Shiv Mandir (61 m), Lodhi Hotel (83 m), Lodhi Hotel (83 m), DPS / Police Station Nizamuddin (Lodhi Road) (299 m), Ishpat Bhawan (310 m)",Jangpura,Violet Line,998.18,11.98,0.11614622690176436,0.27999999999999875,0.05801989206900322,0.04216867469879518,0.9419801079309967,0.36,0.00034317283216653196,0.11614622690176436,0.04216867469879518,Poor
